Paper Title,Paper Type,Parametric Methods,Am Technologies,Customization Approach,Key Findings,Application Domain,Scalability Aspects
Mass-Customization in Design Using Evolutionary and Parametric Methods,applied research,"Uses parametric CAD systems (CADDS) driven by external data (Excel) and CATIA's parametric/knowledge workbenches, plus a proprietary generative tool (Origine) implementing evolutionary/parametric encoding.",Rapid prototyping / additive manufacturing (Actua mentioned) and CNC/CAM manufacturing methods.,Customization via parameter manipulation (Excel-driven parameters and CATIA parameter sets) and evolutionary generation with user evaluation/fitness feedback to produce families of variants.,"Shows that parametric and evolutionary methods can generate design families and shift designer role to system programmer; highlights practical requirements (computing expertise, encoding challenges) and positive early user feedback.","Product design (industrial design)—case study on a door handle, with relevance to manufacturing/industry partners.",Scalability via parametric definition-spaces and design grammars (CATIA tree + parameters) enabling families of variants; production scalability tied to flexible manufacturing and RP/CNC translation of parameter sets.
"Customizing Process, Democratizing Design",Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,"The paper describes customization via online configurators that let clients customize products according to personal wishes, and emphasizes direct digital workflows from low-resolution consumer input to high-definition physical output that eliminate human intervention, framing this as a radical approach to mass customization and democratization of design. The authors also state that designing involves parametric thinking.","The paper argues that digital workflows and online configurators have radicalized mass customization and democratized design, that parametric thinking is intrinsic to design practice, and that a new generation embraced digital integration in architectural practice enabling new possibilities.",Architecture/architectural practice.,"The paper discusses scalability through end-to-end digital workflows that translate low-resolution user input directly into high-definition physical outputs, removing human intervention to enable scalable mass customization."
A smart mass customization design tool: a case study of a portable ramp for wheelchair users,case study,"The paper describes a parametric smart customization tool for ramp configuration, implemented via parameterized logic and spreadsheet-style conditional formulas (e.g., IF statements) to generate design variants.",Not mentioned in source.,"Customization is achieved through an interactive parametric tool that captures user requirements (e.g., wheelchair type, width selection, maximum load) and applies rule-based parameter logic to produce tailored ramp specifications and warnings.",The paper presents development and implementation of a parametric mass-customization tool for a rollable wheelchair ramp and reports that the methodology was elaborated and the model assessed after user studies.,Assistive devices / accessibility (portable wheelchair ramps).,"Scalability/variation is addressed by enabling multiple configurable parameters (length, width, load capacity, deployment type) through the parametric tool to expand beyond simple length-only variants and support individualized product variants."
Information Reuse to Accelerate Customized Product Slicing for Additive Manufacturing,applied research,Not mentioned in source.,The paper discusses additive manufacturing (AM) as the manufacturing technology considered.,Customization is achieved by reusing slicing information from a template model across similar customized models to accelerate the slicing process and support mass customization.,"The paper finds that slicing customized AM models is time-consuming for mass customization contexts, and that their proposed information-reuse slicing paradigm significantly reduces slicing time according to experimental results.",Product customization / mass customization in additive manufacturing contexts (general product design).,"Scalability is addressed by reducing per-model slicing time through information reuse from template models, enabling the slicing of large numbers of customized models required for mass customization."
Exploring generative design in context of mass personalization,applied research,Parametric model built in Rhino3D with Grasshopper visual programming; generative design implemented in Grasshopper with the Wallacei multi-objective optimization plugin.,Not mentioned in source.,Customization achieved via seed parametric model informed by a baseline Exocad dental CAD design and patient-specific high-resolution 3D jaw scans; parameters (9 extracted) control functional segments and are explored/optimized via GD in Grasshopper+Wallacei to produce patient-specific abutment geometries.,"GD can automate iterations and multi-objective optimization but demands careful parameterization; segmenting the model markedly improves convergence and computational performance, while broad parameter ranges hinder convergence and adaptability to complex geometries. Explicit GD is useful as a supporting tool for MP but cannot fully replace conventional parametric CAD workflows due to limitations in handling many objectives and complex control-point-based geometry.","Dental prosthetics / medical devices (custom dental implant abutments); also references to broader medical applications (orthoses, prosthetics) and design products/architecture as context.","Scalability is possible via GD's computational exploration of design spaces, but practical scalability depends on careful parameter range definition and segmentation of models to reduce objectives; segmentation improved convergence time and made the workflow computationally feasible, while broad ranges and many objectives reduce scalability and efficiency."
Research on Key Technologies of Jewelry Design and Manufacturing Based on 3D Printing Technology,applied research,"Parametric modeling performed in SolidWorks 2018; parametric/parameter-driven geometry and design parameterization (wall thickness, radii, side lengths) are used to generate variant geometry and the paper explicitly states use of parametric modeling for the Guardian model.",Selective Laser Melting (SLM) metal powder bed fusion (additive manufacturing) using 316L stainless steel powder and a GYD 150 SLM machine; general references to 3D printing/additive manufacturing workflows and Magics software for preparation.,"Customization/personalization is achieved via parametric design in SolidWorks (design parameters such as layer side lengths, wall thickness, radii, spline control points) enabling tailored geometry, followed by direct fabrication with SLM; the workflow emphasizes designer-driven parameter adjustments rather than data/AI-driven automation.","Parametric design combined with SLM produces a printable, high-quality personalized jewelry piece: the Guardian model met geometric and SLM constraints (minimum wall thickness >0.1 mm), required minimal support, printed without warping/defects, and achieved surface roughness ~11 µm after SLM, suitable for finishing.",Jewelry design and manufacturing (consumer products/jewelry domain).,"Scalability discussed qualitatively: authors claim 3D printing enables feasible direct manufacture of personalized jewelry and reduces production cycles/costs, allowing small-batch or single-piece production; explicit quantitative scalability analyses or mass-customization system architectures are not provided in the text."
Mass Customization Capability Planning with Additive Manufacturing,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.
Parametric Design Method for Personalized Bras,applied research,The paper uses a parametric personalized bra design algorithm and a parametric modeling method to generate personalized bra models from self-measurements.,3D printing is used to produce bra prototypes for evaluation.,Customization is achieved via user-provided self-measurements combined with a self-measuring approach; the algorithm generates individualized bra models from those measurements.,Preliminary results indicate the parametric personalized bra design algorithm generates more accurate bra models across different body shapes.,Apparel / wearable products (bra industry).,Not mentioned in source.
MRI-Compatible Patient-specific Continuum Robots using Parametric Modelling,applied research,Parametric design implemented in Rhino with the Grasshopper plugin is used as the core method for algorithmic/parametric modeling and real-time manipulation of design variables.,"Additive manufacturing (3D printing) is the primary digital fabrication technology discussed, with emphasis on ensuring manufacturability and printability of designs.","Customization is achieved by defining design parameters from patient anatomy and clinical requirements, enabling patient-specific geometries and tailored robots for clinical use cases.","The approach reduces design and manufacturing time, lowers costs, and enables customization for personalized healthcare solutions.","Medical devices / healthcare, specifically patient-specific continuum robots for interventions such as targeted drug delivery and minimally invasive surgery.","Scalability/variation is addressed through a dynamic parametric platform that enables rapid generation of variant designs and reduces design/manufacturing time to support cost-effective, scalable production of patient-specific robots."
La fabricación aditiva como habilitador de la customizaci3n en masa en PYMES,applied research,Not mentioned in source.,"The paper discusses additive manufacturing as an enabling technology for SME mass customization, and mentions CAD in the cloud, ERP and virtual machines as supporting technologies.",Customization is achieved by transitioning SMEs from standardization to mass customization using additive manufacturing combined with Design Thinking to develop company-specific strategies.,Industry 4.0 enablers (including additive manufacturing) enable SMEs to profitably adopt mass customization with high margins and affordable investment.,SME manufacturing / product design for small and medium enterprises.,"Scalability is addressed through a strategy combining additive manufacturing, cloud CAD, ERP and virtualization to create a scalable, flexible and adaptable production approach."
Parametric modulations in Masonry,applied research,"Parametric curve/B-Spline based modeling is used as the core parametric method, with parametrically defined local modules mapped to global forms via an intelligent CAD model. The design process follows a bottom-up, parametric logic for generating variations.","Fabrication methods include CNC-based processes (routers, water-jet, robotic arms) as background context, and the paper's main manufacturing approach is a continuously variable casting system using reconfigurable molds for Ultra-High Performance Steel Fiber Reinforced Concrete and polymeric molds (PETG); related material experiments include polycarbonate sheets for cold-formed constructs.","Customization is achieved by mapping B-Spline control-point driven parametric modules onto reconfigurable molds, enabling continuous geometric variation from a single mold and minimizing data transfer via control-point extraction.","The study demonstrates a successful proof-of-concept where parametric-to-mold mapping delivers precision, variation, efficiency, and acceptable structural performance. It highlights a gap in prior work where fabrication was less emphasized than parametric representation, and recommends integrating structural analysis (FEM) into the parametric workflow for future work.","Architecture and interior/furniture systems (non-standard building components, modular furniture/interior fittings), with links to AEC-scale components and material experiments.",Scalability is addressed by using a single reconfigurable mold to produce continuous variations (reducing per-part cost/effort) and by minimizing data transfer through control-point extraction; the approach envisions automation via CNC servos for larger-scale deployment but demonstrated low-tech indexed molds for prototyping.
Human-Centered Design and Co-design Methodologies for Mass Customization in Housing: A Case Study Using Cloud Computing Applications,case study,"Parametric heuristics and algorithmic modeling using Grasshopper via Rhino.Compute, enabling cloud-based parametric workflows and near-real-time updates between Grasshopper and the web visualisation.",Not mentioned in source.,"Customization is achieved through a web-based co-design workflow where users input site and regulatory parameters and navigate a generated 'solution space' of design options produced by the Grasshopper/Rhino.Compute algorithm; users select and refine options with visual metrics and 3D visualisation, enabling user-driven variation within parameter constraints.","The prototype demonstrates that cloud-based parametric tools can enable user co-design and improve visualization and engagement in mass-housing feasibility studies, but limitations remain in scaling to larger user groups and handling complex design decisions; a heuristics-based parametric approach balances computation and usability for cloud deployment.","Collective housing / residential mass-housing design and feasibility studies, engaging designers, developers and homebuyers.","Scalability is addressed via cloud deployment using Rhino.Compute to run Grasshopper algorithms (supporting near-real-time generation) and by choosing heuristic parametric methods to reduce computational load; however, current limits include incomplete handling of complex design constraints and the need for broader user testing."
Parametric Architectural Design: Mass Customization Concepts and Projects in Architecture,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.
Mass Customization of Deployable Origami-based Structures,applied research,Not mentioned in source.,Not mentioned in source.,"Customization is achieved via a parametrically driven online 3D model that generates many geometric variants of a deployable, flat-packable double-corrugated folding shelter and automatically produces CNC drawings. The forms are intended to reflect personal needs by providing a myriad of similar geometric forms, and the design relies on a mono-material double corrugated folding pattern to enable variability.","The paper demonstrates a mass-customizable design approach for deployable shelters: a flat-packable, mono-material double-corrugated folding pattern that can generate many similar geometric variants to meet personal needs, and an online model that automates production outputs by generating CNC drawings.",Emergency shelters / deployable shelters,"Scalability is addressed by enabling a mass-customization online 3D model that can generate a myriad of similar geometric forms, supporting variation and repeated production through automated generation of CNC drawings."
PARAMETRICAL CAD MODELS AS A DATABASE FOR MASS CUSTOMIZATION CONFIGURATION PROCESSES,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,"The paper describes using formulas, rules and parametric CAD functionalities to encode product information within CAD models, and then using the CAD model as a database to support mass customization configuration processes.",Increasing effort in middle stages of product development reduces costs for late changes. Using the parametric CAD model as a database produces consistent CAD information that enables downstream tasks such as semi-automated process planning.,Product development for mass customization / configurable products (product design domain).,"Scalability and variation are supported by treating parametric CAD models as a central database for configuration, enabling consistent variant generation and reducing late-change costs by front-loading development effort."
Mass Customization : Reuse of Topology Information to Accelerate Slicing Process for Continuous Liquid Interface Production,applied research,Not mentioned in source.,"The paper discusses Continuous Liquid Interface Production (CLIP), an SLA-based additive manufacturing process, and emphasizes its continuous operation enabling high productivity.","Customization/personalization is achieved by leveraging AM's ability to produce complex individualized features and, specifically, by introducing a slicing paradigm that reuses topology information from a template model to accelerate slicing for other customized variants in the same category.","The paper finds that slice computation for customized models is time-consuming and that reusing topology information at self, intra-model, and inter-model levels significantly reduces pre-fabrication computation time.",Product design/manufacturing with a focus on mass customization in additive manufacturing.,"Scalability is addressed by using CLIP for high-throughput production and by reducing pre-fabrication computation bottlenecks through topology information reuse at multiple levels, enabling faster slicing across many customized models in the same batch."
A Digital Fabrication Infrastructure Enabling Distributed Design and Production of Custom Furniture,applied research,Not mentioned in source.,Not mentioned in source.,"The paper describes a mass customization approach using responsive design interfaces and an integrated IT infrastructure to translate parametric design libraries into manufacturable projects; the system supports customer-driven ""perfect-fit"" product ordering and was tested in a shopping mall with on-site design and manufacturing.","The paper's main contributions are an integrated IT infrastructure that enables distributed design and production for mass customization in furniture, demonstrated through a real-world test deployment in a shopping mall; the integration of off-the-shelf and custom software to translate parametric libraries into manufacturable projects is highlighted.",Furniture/product design.,Scalability addressed via a distributed IT infrastructure and integration of software tools to manage high variability in customer demand and production across distributed facilities.
La personalización generalizada en la arquitectura mediante fabricación digital : bases para el desarrollo de un protocolo de conexión entre diseño e industria,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,"The paper frames customization as mass customization enabled by digital fabrication methods, supported by empirical study of custom fabrication industries and proposes a connection protocol between design and industrial production.","Findings include that digital fabrication advances enable connecting design and fabrication for mass customization, that the author's field visits identified how singularity affects production and the potential and limits of fabrication processes for customization, and that a workflow connection protocol is proposed to bridge design and industry.","Architecture, specifically architectural prefabrication and industrialized building components.","The paper investigates scalability questions directly, asking whether producing many distinct pieces is as feasible as producing identical ones, and assesses potentials and limitations of fabrication processes for customization based on industry visits."
MASS CUSTOMIZATION : REUSE OF TOPOLOGY INFORMATION TO ACCELERATE SLICING PROCESS FOR ADDITIVE MANUFACTURING,applied research,Not mentioned in source.,The paper discusses Continuous Liquid Interface Production (CLIP) as the AM technology of focus.,"Customization is achieved by reusing topology information from a template model to accelerate the slicing of other customized products within the same category; reuse is implemented at self-, intra-model-, and inter-model levels.","The paper finds that traditional slicing for customized models is time-consuming (tens of minutes to hours), and that reusing topology information in slicing significantly reduces pre-fabrication computation time, supporting mass customization via AM.",Additive manufacturing for mass customization in general product contexts (mass customization enabled by AM).,"Scalability is addressed by reducing computation time for slicing when handling many customized variants: topology information reuse at self-, intra-model-, and inter-model levels accelerates processing, improving scalability in mass customization contexts."
DETC 2018-85645 CUSTOMIZATION OF A 3 D PRINTED PROSTHETIC FINGER USING PARAMETRIC MODELING,applied research,"The paper uses parametric modeling for prosthetic finger design, employing algorithmic parameter adjustments of geometry; mechanical kinematics are modelled using a crossed four-bar linkage with ROM determined by Freudenstein's equations.",Additive manufacturing (3D printing) is used to fabricate the designed prosthetic fingers.,Customization is achieved by parameterizing finger geometry based on measured anthropometrics (finger length and width) from 50 participants and generating prosthetic finger variants from those parameters rather than using uniform scaling; parametric designs better match natural ROM.,Parametrically modeled prosthetic fingers better reproduce the natural fingertip path/ROM than uniformly scaled designs; simulation and fabrication of extreme length-to-width ratios confirm the advantage of parametric design.,Medical devices / prosthetics (upper limb prosthetic fingers).,Scalability/variation is addressed by parameterizing geometry to generate variants across the measured anthropometric range (tested with highest and lowest length-to-width ratios from 50 participants) and fabricating via AM; contrasts with uniform scaling approach.
Product- and CAD-Structure Planning Processes for Mass Customization Products,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,"The paper frames customization through mass customization principles and iterative product-structure and CAD-model planning, where parametric design knowledge is extracted to adapt the product spectrum and algorithms derive when structure modifications are needed.","The paper specifies interdependencies and data exchange between product-structure planning and CAD modeling, proposes extracting parametric design knowledge for iterative optimization of product spectrum structures, and suggests algorithmic detection of needed structure modifications to remove critical interdependencies.",Product design / mass customization domain.,"Scalability and variation are addressed by using parametric design knowledge and algorithms to iteratively adapt the product spectrum and derive when structural modifications are needed to manage interdependencies, supporting scalable customization."
"Metodología para la optimización de piezas producidas por fabricación aditiva en estrategias de ""mass customization""",applied research,La metodología utiliza programación visual con Grasshopper y diseño paramétrico integrado en un proceso de optimización multiobjetivo.,Fabricación aditiva / tecnologías de impresión 3D en general; la tesis indica aplicabilidad a cualquier tecnología aditiva mencionada de forma genérica.,Personalización mediante integración en estrategias de mass customization: el modelo adapta el diseño a características y necesidades particulares de un usuario (usuario-specific adaptation) y genera formas por optimización generativa en lugar de formas preestablecidas.,"La tesis destaca: (1) las ventajas geométricas y de proceso de la fabricación aditiva (obtener geometría final en un único proceso), (2) la libertad geométrica permite optimizar diseños con mayor complejidad y más soluciones factibles, y (3) la metodología propuesta fue validada mediante un estudio de caso.",Dominio de producto / ingeniería de producto con foco en estrategias de mass customization (aplicación industrial/productiva).,"Escalabilidad/variación: la metodología soporta mayor complejidad geométrica y multiplica las soluciones factibles, y emplea rellenos parametrizados que varían a lo largo de la pieza para responder a diferentes solicitaciones mecánicas, lo que facilita adaptación y variación en escala y función."
Algorithms for Jewelry Industry 4.0,Not mentioned in source.,"Parametric design methods/tools used include Mathematica and Grasshopper, and the use of Direct Acyclic Graphs (DAGs) as constrained schemata for parametric workflows and User Objects.","Additive manufacturing technologies are used, specifically 3D printing in wax-based resins.",Customization is achieved by enabling customers to modify parametric 3D virtual models via User Objects (DAG-based schemata) that generate many unique configuration combinations which customers can visualize and select.,"Key findings/contributions: the paper proposes a DAG-based parametric design method implemented with Mathematica and Grasshopper that enables customer-driven modification and visualization of models, produces a large number of unique design combinations, and demonstrates the workflow through two case studies converting mathematical patterns into physical jewelry via AM.",Application domain: jewelry manufacturing / jewelry design.,"Scalability/variation addressed by using DAG-based User Objects that focus on the digital process to generate a large number of unique combinations from initial configurations, enabling variation at scale."
Mass Customization 4.0 in AEC: Additive Manufacturing for Innovative Building Systems,applied research,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.
PARAMETRIC MODULATIONS IN MASONRY 221 PARAMETRIC MODULATIONS IN MASONRY,framework,Not mentioned in source.,Not mentioned in source.,"Customization is achieved via an intelligent CAD model mapped to a reconfigurable mold, allowing casting of unique solid modules without unique molds by manipulating the system's topological structure. The approach aims to enable economically viable mass-customization rather than one-off pieces.","The paper finds that a flexible production system combining an intelligent CAD model with a reconfigurable mold can produce unique modules and accommodate multiple functions within a cohesive whole. It positions this as a path to sustainable, economically viable mass-customization beyond one-off production.",Architecture / masonry and built-form applications.,"Scalability is addressed by using a reconfigurable mold system coupled with parametric/topological modulation to produce many unique parts without individual molds, enabling cost-effective mass-customization."
Modelagem Paramétrica aplicada a projeto de produto de Tecnologia Assistiva,applied research,Parametric modeling using Grasshopper for Rhinoceros.,"Digital manufacturing / additive manufacturing (3D printing) as part of the digital manufacturing workflow, especially for prototyping and testing.",Customization achieved by capturing the user's body as a 3D model and parameterizing the design to produce custom-manufactured assistive products.,"Digital manufacturing (AM) offers more flexible production particularly in prototyping and testing, giving a competitive advantage for customized assistive product design.",Assistive technology / medical devices (product design).,"Addresses scalability by shifting from mass production to custom manufacturing enabled through parameterization, implying scalable variation via parametric rules."
Tableware Shape Grammar Towards mass customization of ceramic tableware,applied research,The paper uses shape grammars and parametric modelling as core parametric design methods.,Rapid prototyping (additive manufacturing / rapid prototyping techniques) is discussed as the digital fabrication technology used.,Customization/personalization is achieved by implementing a parametric shape grammar design system that generates variations of ceramic tableware for mass customization purposes.,Key contributions: demonstration of a mockup implementation applying shape grammars and parametric modelling to ceramic tableware; development of an initial parametric shape grammar for curved surfaces/solids; positioning the work as a first step toward an industry-ready mass customization system.,Product design (ceramic tableware),Scalability/variation is addressed by framing the parametric shape grammar within a mass customization paradigm to enable systematic generation of product variants and to move toward industry-scale systems.
Prototyping a Facade Component Mixed technologies applied to fabrication,applied research,The paper uses parametric design approaches combined with digital fabrication for casting; iterative parametric development cycles are applied.,Digital fabrication technologies discussed include computer numeric control (CNC) technologies and casting; the work mixes conventional methods with CNC-based digital fabrication.,"Customization is achieved through combining parametric design with digital fabrication to produce personalized facade components at different levels of mass customization, enabling participation from large industries to local craftspeople.","Key findings: the study highlights the need for academia-industry collaboration to develop innovative products and processes, and identifies different levels of mass customization that engage actors from major industries to local craftspeople.",Application domain: architectural facades / architecture.,"Scalability and variation are addressed by targeting mass production efficiency while enabling personalization, and proposing multiple levels of mass customization that scale from large manufacturers to local craftspeople."
Mass customization of sunglass frame utilizing metallic laser additive manufacturing,applied research,Not mentioned in source.,The paper discusses metallic additive manufacturing using powder bed fusion (PBF) as the primary AM technology.,Customization is addressed as mass customization of metallic sunglass frames; the paper develops a parametric cost analysis method for MC through the PBF process.,"Key findings: manufacturing cost sensitivity to geometric parameters (51% to part height, 30% to part volume, 14% to support-connected area); horizontal build orientation minimizes build time per frame for a given build area; post-processing cost per frame is less than 25% of total manufacturing cost.",Product design (consumer eyewear: metallic sunglass frames).,"Scalability is discussed in economic terms for mass customization: AM removes tooling, enabling customized production at scale, and the paper provides a parametric cost-analysis to evaluate manufacturing time and cost sensitivities relevant to scaling MC via PBF."
CONFLUENCE OF PARAMETRIC DESIGN AND DIGITAL FABRICATION RESTRUCTURING MANUFACTURING INDUSTRIES A unified design space from design to manufacturing,applied research,"Parametric definitions created with conventional CAD software and visual programming languages, and parametrically defined constraints within a design-hysteresis framework.",Additive manufacturing / 3D printing and digital fabrication technologies are discussed.,Customization is achieved by allowing consumer-defined shape parameters within parametric models; tested via designers creating parametric definitions for a pendant lamp that permit user shape input.,The study finds that coupling parametric design with digital fabrication offers opportunities for manufacturing but requires methods that manage interdisciplinary dependencies and evaluate performance within implicit design spaces; initial designer trials indicate feasibility and highlight challenges for implementation.,Architecture/architectural product design (experiment involved architectural designers creating a parametric pendant lamp).,Scalability and variation are discussed in terms of parametrically defined constraints that maintain conformity to real-world constraints and potential widespread industry adoption; the paper suggests need for approaches that manage dependencies to scale to manufacturing contexts.
Design for additive manufacturing – a review of available design methods and software,review,Not mentioned in source.,Not mentioned in source.,"The paper describes linking design methods and tools to each step of a compiled DfAM process to support design engineers in achieving design optimization and increased design automation; this linkage is used to enable customization/personalization through process steps and tools tailored to component, part and process design.","The review classifies DfAM research into component, part and process design and compiles a proposed DfAM process connecting existing methods and software; it further proposes a new DfAM process aimed at higher design automation and identifies research gaps needing development to realize this framework.",Design engineering / product design.,"Scalability and variation are addressed via a compiled DfAM process that links design support, methods and software to process steps to enable increased design automation and potentially scale design outputs; the paper discusses future processes and automation to further support scalability."
Design for additive manufacturing: Review and framework proposal,review,"Parametric and algorithmic methods discussed include topology optimization, lattice generation as an expertise-driven (parametric) technique, and generative design combining lattice and topology optimization. Commercial/academic tools cited include Altair Optistruct and Autodesk Within.","The paper discusses a range of AM technologies generally (different AM techniques), with specific references to metal AM processes and SLM (Selective Laser Melting) support strategies, polymer filament processes (FDM materials like ABS, PLA, nylon), and Electron Beam Melting (EBM) guidance.","Customization/personalization is enabled by AM's flexibility to produce complex, highly customized parts, supported by design-for-AM tools and worksheets that guide designers through part evaluation and adaptation (e.g., Booth et al.'s DfAM worksheet), and by using parametric/optimization tools early in the design process.","Key contributions: a consolidated review of DfAM rules, guidelines, and tools for both early and detailed design stages; discussion of critical knowledge gaps and the importance of DfAM education and software pipelines; and a proposed DfAM framework integrating presented tools.","Application domains include general engineering and product design with examples in transportation systems (lightweight components), broader engineering applications leveraging lattice structures (structural, impact, thermal), and eco-design/lifecycle contexts.",Scalability and variation are addressed via parametric/automated design methods: topology optimization and lattice generation support generation of many optimized variants and lightweight designs; generative design produces portfolios of candidate designs enabling scalable exploration of design space; adoption of commercial TO tools facilitates scaling into engineering practice.
